Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FBS","Food Balances (2010-)","192","Cuba","671","Protein supply quantity (t)","S2542","Sugar (Raw Equivalent)","2019","2019","t","47.24","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","684","Fat supply quantity (g/capita/day)","S2542","Sugar (Raw Equivalent)","2019","2019","g/cap/d","0.04","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","681","Fat supply quantity (t)","S2542","Sugar (Raw Equivalent)","2019","2019","t","178.85","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","S2543","Sweeteners, Other","2010","2010","1000 t","422","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5611","Import quantity","S2543","Sweeteners, Other","2010","2010","1000 t","10","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5072","Stock Variation","S2543","Sweeteners, Other","2010","2010","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5911","Export quantity","S2543","Sweeteners, Other","2010","2010","1000 t","3","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5301","Domestic supply quantity","S2543","Sweeteners, Other","2010","2010","1000 t","429","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5521","Feed","S2543","Sweeteners, Other","2010","2010","1000 t","84","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5131","Processing","S2543","Sweeteners, Other","2010","2010","1000 t","281","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5154","Other uses (non-food)","S2543","Sweeteners, Other","2010","2010","1000 t","39","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5171","Tourist consumption","S2543","Sweeteners, Other","2010","2010","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5170","Residuals","S2543","Sweeteners, Other","2010","2010","1000 t","16","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5142","Food","S2543","Sweeteners, Other","2010","2010","1000 t","10","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","645","Food supply quantity (kg/capita/yr)","S2543","Sweeteners, Other","2010","2010","kg/cap","0.89","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2543","Sweeteners, Other","2010","2010","kcal/cap/d","1.52","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","661","Food supply (kcal)","S2543","Sweeteners, Other","2010","2010","million Kcal","6256.47","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","674","Protein supply quantity (g/capita/day)","S2543","Sweeteners, Other","2010","2010","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","671","Protein supply quantity (t)","S2543","Sweeteners, Other","2010","2010","t","2.19","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","684","Fat supply quantity (g/capita/day)","S2543","Sweeteners, Other","2010","2010","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","681","Fat supply quantity (t)","S2543","Sweeteners, Other","2010","2010","t","0.35","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","S2543","Sweeteners, Other","2011","2011","1000 t","415","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5611","Import quantity","S2543","Sweeteners, Other","2011","2011","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5072","Stock Variation","S2543","Sweeteners, Other","2011","2011","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5911","Export quantity","S2543","Sweeteners, Other","2011","2011","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5301","Domestic supply quantity","S2543","Sweeteners, Other","2011","2011","1000 t","415","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5521","Feed","S2543","Sweeteners, Other","2011","2011","1000 t","75","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5131","Processing","S2543","Sweeteners, Other","2011","2011","1000 t","278","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5154","Other uses (non-food)","S2543","Sweeteners, Other","2011","2011","1000 t","41","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5171","Tourist consumption","S2543","Sweeteners, Other","2011","2011","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5170","Residuals","S2543","Sweeteners, Other","2011","2011","1000 t","17","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5142","Food","S2543","Sweeteners, Other","2011","2011","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","645","Food supply quantity (kg/capita/yr)","S2543","Sweeteners, Other","2011","2011","kg/cap","0.36","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2543","Sweeteners, Other","2011","2011","kcal/cap/d","1.11","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","661","Food supply (kcal)","S2543","Sweeteners, Other","2011","2011","million Kcal","4591","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","674","Protein supply quantity (g/capita/day)","S2543","Sweeteners, Other","2011","2011","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","671","Protein supply quantity (t)","S2543","Sweeteners, Other","2011","2011","t","2.21","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","684","Fat supply quantity (g/capita/day)","S2543","Sweeteners, Other","2011","2011","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","681","Fat supply quantity (t)","S2543","Sweeteners, Other","2011","2011","t","0.57","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","S2543","Sweeteners, Other","2012","2012","1000 t","581","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5611","Import quantity","S2543","Sweeteners, Other","2012","2012","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5072","Stock Variation","S2543","Sweeteners, Other","2012","2012","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5911","Export quantity","S2543","Sweeteners, Other","2012","2012","1000 t","2","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5301","Domestic supply quantity","S2543","Sweeteners, Other","2012","2012","1000 t","583","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5521","Feed","S2543","Sweeteners, Other","2012","2012","1000 t","117","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5131","Processing","S2543","Sweeteners, Other","2012","2012","1000 t","302","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5154","Other uses (non-food)","S2543","Sweeteners, Other","2012","2012","1000 t","142","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5171","Tourist consumption","S2543","Sweeteners, Other","2012","2012","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5170","Residuals","S2543","Sweeteners, Other","2012","2012","1000 t","18","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5142","Food","S2543","Sweeteners, Other","2012","2012","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","645","Food supply quantity (kg/capita/yr)","S2543","Sweeteners, Other","2012","2012","kg/cap","0.38","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2543","Sweeteners, Other","2012","2012","kcal/cap/d","1.28","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","661","Food supply (kcal)","S2543","Sweeteners, Other","2012","2012","million Kcal","5299.02","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","674","Protein supply quantity (g/capita/day)","S2543","Sweeteners, Other","2012","2012","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","671","Protein supply quantity (t)","S2543","Sweeteners, Other","2012","2012","t","2.23","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","684","Fat supply quantity (g/capita/day)","S2543","Sweeteners, Other","2012","2012","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","681","Fat supply quantity (t)","S2543","Sweeteners, Other","2012","2012","t","0.74","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","S2543","Sweeteners, Other","2013","2013","1000 t","591","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5611","Import quantity","S2543","Sweeteners, Other","2013","2013","1000 t","6","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5072","Stock Variation","S2543","Sweeteners, Other","2013","2013","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5911","Export quantity","S2543","Sweeteners, Other","2013","2013","1000 t","2","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5301","Domestic supply quantity","S2543","Sweeteners, Other","2013","2013","1000 t","595","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5521","Feed","S2543","Sweeteners, Other","2013","2013","1000 t","119","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5131","Processing","S2543","Sweeteners, Other","2013","2013","1000 t","330","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5154","Other uses (non-food)","S2543","Sweeteners, Other","2013","2013","1000 t","120","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5171","Tourist consumption","S2543","Sweeteners, Other","2013","2013","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5170","Residuals","S2543","Sweeteners, Other","2013","2013","1000 t","20","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5142","Food","S2543","Sweeteners, Other","2013","2013","1000 t","6","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","645","Food supply quantity (kg/capita/yr)","S2543","Sweeteners, Other","2013","2013","kg/cap","0.53","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2543","Sweeteners, Other","2013","2013","kcal/cap/d","1.2","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","661","Food supply (kcal)","S2543","Sweeteners, Other","2013","2013","million Kcal","4961.91","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","674","Protein supply quantity (g/capita/day)","S2543","Sweeteners, Other","2013","2013","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","671","Protein supply quantity (t)","S2543","Sweeteners, Other","2013","2013","t","2.25","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","684","Fat supply quantity (g/capita/day)","S2543","Sweeteners, Other","2013","2013","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","681","Fat supply quantity (t)","S2543","Sweeteners, Other","2013","2013","t","0.45","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","S2543","Sweeteners, Other","2014","2014","1000 t","641","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5611","Import quantity","S2543","Sweeteners, Other","2014","2014","1000 t","9","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5072","Stock Variation","S2543","Sweeteners, Other","2014","2014","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5911","Export quantity","S2543","Sweeteners, Other","2014","2014","1000 t","2","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5301","Domestic supply quantity","S2543","Sweeteners, Other","2014","2014","1000 t","649","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5521","Feed","S2543","Sweeteners, Other","2014","2014","1000 t","129","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5131","Processing","S2543","Sweeteners, Other","2014","2014","1000 t","318","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5154","Other uses (non-food)","S2543","Sweeteners, Other","2014","2014","1000 t","192","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5171","Tourist consumption","S2543","Sweeteners, Other","2014","2014","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5170","Residuals","S2543","Sweeteners, Other","2014","2014","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5142","Food","S2543","Sweeteners, Other","2014","2014","1000 t","9","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","645","Food supply quantity (kg/capita/yr)","S2543","Sweeteners, Other","2014","2014","kg/cap","0.8","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2543","Sweeteners, Other","2014","2014","kcal/cap/d","1.71","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","661","Food supply (kcal)","S2543","Sweeteners, Other","2014","2014","million Kcal","7051.09","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","674","Protein supply quantity (g/capita/day)","S2543","Sweeteners, Other","2014","2014","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","671","Protein supply quantity (t)","S2543","Sweeteners, Other","2014","2014","t","4.79","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","684","Fat supply quantity (g/capita/day)","S2543","Sweeteners, Other","2014","2014","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","681","Fat supply quantity (t)","S2543","Sweeteners, Other","2014","2014","t","0.39","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","S2543","Sweeteners, Other","2015","2015","1000 t","490","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5611","Import quantity","S2543","Sweeteners, Other","2015","2015","1000 t","14","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5072","Stock Variation","S2543","Sweeteners, Other","2015","2015","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5911","Export quantity","S2543","Sweeteners, Other","2015","2015","1000 t","2","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5301","Domestic supply quantity","S2543","Sweeteners, Other","2015","2015","1000 t","502","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5521","Feed","S2543","Sweeteners, Other","2015","2015","1000 t","89","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5131","Processing","S2543","Sweeteners, Other","2015","2015","1000 t","323","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5154","Other uses (non-food)","S2543","Sweeteners, Other","2015","2015","1000 t","76","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5171","Tourist consumption","S2543","Sweeteners, Other","2015","2015","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5170","Residuals","S2543","Sweeteners, Other","2015","2015","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5142","Food","S2543","Sweeteners, Other","2015","2015","1000 t","13","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","645","Food supply quantity (kg/capita/yr)","S2543","Sweeteners, Other","2015","2015","kg/cap","1.19","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2543","Sweeteners, Other","2015","2015","kcal/cap/d","2.57","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","661","Food supply (kcal)","S2543","Sweeteners, Other","2015","2015","million Kcal","10569.5","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","674","Protein supply quantity (g/capita/day)","S2543","Sweeteners, Other","2015","2015","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","671","Protein supply quantity (t)","S2543","Sweeteners, Other","2015","2015","t","4.9","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","684","Fat supply quantity (g/capita/day)","S2543","Sweeteners, Other","2015","2015","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","681","Fat supply quantity (t)","S2543","Sweeteners, Other","2015","2015","t","0.61","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","S2543","Sweeteners, Other","2016","2016","1000 t","420","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5611","Import quantity","S2543","Sweeteners, Other","2016","2016","1000 t","20","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5072","Stock Variation","S2543","Sweeteners, Other","2016","2016","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5911","Export quantity","S2543","Sweeteners, Other","2016","2016","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5301","Domestic supply quantity","S2543","Sweeteners, Other","2016","2016","1000 t","440","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5521","Feed","S2543","Sweeteners, Other","2016","2016","1000 t","60","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5131","Processing","S2543","Sweeteners, Other","2016","2016","1000 t","335","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5154","Other uses (non-food)","S2543","Sweeteners, Other","2016","2016","1000 t","25","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5171","Tourist consumption","S2543","Sweeteners, Other","2016","2016","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5170","Residuals","S2543","Sweeteners, Other","2016","2016","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5142","Food","S2543","Sweeteners, Other","2016","2016","1000 t","20","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","645","Food supply quantity (kg/capita/yr)","S2543","Sweeteners, Other","2016","2016","kg/cap","1.78","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2543","Sweeteners, Other","2016","2016","kcal/cap/d","2.89","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","661","Food supply (kcal)","S2543","Sweeteners, Other","2016","2016","million Kcal","11901.77","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","674","Protein supply quantity (g/capita/day)","S2543","Sweeteners, Other","2016","2016","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","671","Protein supply quantity (t)","S2543","Sweeteners, Other","2016","2016","t","3.02","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","684","Fat supply quantity (g/capita/day)","S2543","Sweeteners, Other","2016","2016","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","681","Fat supply quantity (t)","S2543","Sweeteners, Other","2016","2016","t","0.25","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","S2543","Sweeteners, Other","2017","2017","1000 t","470","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5611","Import quantity","S2543","Sweeteners, Other","2017","2017","1000 t","29","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5072","Stock Variation","S2543","Sweeteners, Other","2017","2017","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5911","Export quantity","S2543","Sweeteners, Other","2017","2017","1000 t","3","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5301","Domestic supply quantity","S2543","Sweeteners, Other","2017","2017","1000 t","497","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5521","Feed","S2543","Sweeteners, Other","2017","2017","1000 t","85","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5131","Processing","S2543","Sweeteners, Other","2017","2017","1000 t","333","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5154","Other uses (non-food)","S2543","Sweeteners, Other","2017","2017","1000 t","49","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5171","Tourist consumption","S2543","Sweeteners, Other","2017","2017","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5170","Residuals","S2543","Sweeteners, Other","2017","2017","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5142","Food","S2543","Sweeteners, Other","2017","2017","1000 t","29","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","645","Food supply quantity (kg/capita/yr)","S2543","Sweeteners, Other","2017","2017","kg/cap","2.6","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2543","Sweeteners, Other","2017","2017","kcal/cap/d","4.06","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","661","Food supply (kcal)","S2543","Sweeteners, Other","2017","2017","million Kcal","16667.36","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","674","Protein supply quantity (g/capita/day)","S2543","Sweeteners, Other","2017","2017","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","671","Protein supply quantity (t)","S2543","Sweeteners, Other","2017","2017","t","2.13","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","684","Fat supply quantity (g/capita/day)","S2543","Sweeteners, Other","2017","2017","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","681","Fat supply quantity (t)","S2543","Sweeteners, Other","2017","2017","t","0.51","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","S2543","Sweeteners, Other","2018","2018","1000 t","395","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5611","Import quantity","S2543","Sweeteners, Other","2018","2018","1000 t","20","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5072","Stock Variation","S2543","Sweeteners, Other","2018","2018","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5911","Export quantity","S2543","Sweeteners, Other","2018","2018","1000 t","3","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5301","Domestic supply quantity","S2543","Sweeteners, Other","2018","2018","1000 t","412","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5521","Feed","S2543","Sweeteners, Other","2018","2018","1000 t","30","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5131","Processing","S2543","Sweeteners, Other","2018","2018","1000 t","347","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5154","Other uses (non-food)","S2543","Sweeteners, Other","2018","2018","1000 t","15","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5171","Tourist consumption","S2543","Sweeteners, Other","2018","2018","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5170","Residuals","S2543","Sweeteners, Other","2018","2018","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5142","Food","S2543","Sweeteners, Other","2018","2018","1000 t","20","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","645","Food supply quantity (kg/capita/yr)","S2543","Sweeteners, Other","2018","2018","kg/cap","1.76","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2543","Sweeteners, Other","2018","2018","kcal/cap/d","2.77","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","661","Food supply (kcal)","S2543","Sweeteners, Other","2018","2018","million Kcal","11343.96","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","674","Protein supply quantity (g/capita/day)","S2543","Sweeteners, Other","2018","2018","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","671","Protein supply quantity (t)","S2543","Sweeteners, Other","2018","2018","t","2.09","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","684","Fat supply quantity (g/capita/day)","S2543","Sweeteners, Other","2018","2018","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","681","Fat supply quantity (t)","S2543","Sweeteners, Other","2018","2018","t","0.47","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","S2543","Sweeteners, Other","2019","2019","1000 t","520","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5611","Import quantity","S2543","Sweeteners, Other","2019","2019","1000 t","17","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5072","Stock Variation","S2543","Sweeteners, Other","2019","2019","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5911","Export quantity","S2543","Sweeteners, Other","2019","2019","1000 t","3","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5301","Domestic supply quantity","S2543","Sweeteners, Other","2019","2019","1000 t","534","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5521","Feed","S2543","Sweeteners, Other","2019","2019","1000 t","101","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5131","Processing","S2543","Sweeteners, Other","2019","2019","1000 t","330","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5154","Other uses (non-food)","S2543","Sweeteners, Other","2019","2019","1000 t","86","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5171","Tourist consumption","S2543","Sweeteners, Other","2019","2019","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5170","Residuals","S2543","Sweeteners, Other","2019","2019","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","5142","Food","S2543","Sweeteners, Other","2019","2019","1000 t","16","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","192","Cuba","645","Food supply quantity (kg/capita/yr)","S2543","Sweeteners, Other","2019","2019","kg/cap","1.47","E","Estimated value",""
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2543","Sweeteners, Other","2019","2019","kcal/cap/d","2.28","E","Estimated value",""
